locality,openingRate,date,weekOfYear,isDateAfterMarch,country,isRateOverLastYear,cumulativePositiveRate,localityPosition,holidayName
Massachusetts,-62.13,2020-11-25,48,Yes,United States,No,-17996.479999999996,27,
Massachusetts,-67.88,2020-11-26,48,Yes,United States,No,-17996.479999999996,27,
Massachusetts,-67.03,2020-11-27,48,Yes,United States,No,-17996.479999999996,27,
Massachusetts,-53.68,2020-11-28,48,Yes,United States,No,-17996.479999999996,27,
Massachusetts,-34.61,2020-11-29,48,Yes,United States,No,-17996.479999999996,27,
Massachusetts,-75.35,2020-11-30,49,Yes,United States,No,-17996.479999999996,27,
Massachusetts,-65.94,2020-12-01,49,Yes,United States,No,-17996.479999999996,27,
Massachusetts,-76.42,2020-12-02,49,Yes,United States,No,-17996.479999999996,27,
Massachusetts,-74.61,2020-12-03,49,Yes,United States,No,-17996.479999999996,27,
Mexico City,-8.0,2020-02-18,8,No,Mexico,No,-20555.23,5,
Mexico City,-9.0,2020-02-19,8,No,Mexico,No,-20555.23,5,
Mexico City,-1.0,2020-02-20,8,No,Mexico,No,-20555.23,5,
Mexico City,-2.0,2020-02-21,8,No,Mexico,No,-20555.23,5,
Mexico City,0.0,2020-02-22,8,No,Mexico,No,-20555.23,5,
Mexico City,2.0,2020-02-23,8,No,Mexico,Yes,-20555.23,5,
Mexico City,0.0,2020-02-24,9,No,Mexico,No,-20555.23,5,
Mexico City,-2.0,2020-02-25,9,No,Mexico,No,-20555.23,5,
Mexico City,-10.0,2020-02-26,9,No,Mexico,No,-20555.23,5,
Mexico City,-8.0,2020-02-27,9,No,Mexico,No,-20555.23,5,
Mexico City,-8.0,2020-02-28,9,No,Mexico,No,-20555.23,5,
Mexico City,-9.0,2020-02-29,9,No,Mexico,No,-20555.23,5,
Mexico City,-9.0,2020-03-01,9,No,Mexico,No,-20555.23,5,
Mexico City,-9.0,2020-03-02,10,No,Mexico,No,-20555.23,5,
Mexico City,-9.0,2020-03-03,10,No,Mexico,No,-20555.23,5,
Mexico City,-4.0,2020-03-04,10,No,Mexico,No,-20555.23,5,
Mexico City,-9.0,2020-03-05,10,No,Mexico,No,-20555.23,5,
Mexico City,-8.0,2020-03-06,10,No,Mexico,No,-20555.23,5,
Mexico City,-1.0,2020-03-07,10,No,Mexico,No,-20555.23,5,
Mexico City,-10.0,2020-03-08,10,No,Mexico,No,-20555.23,5,
Mexico City,-29.0,2020-03-09,11,No,Mexico,No,-20555.23,5,
Mexico City,-17.0,2020-03-10,11,No,Mexico,No,-20555.23,5,
Mexico City,-18.0,2020-03-11,11,No,Mexico,No,-20555.23,5,
Mexico City,-16.0,2020-03-12,11,No,Mexico,No,-20555.23,5,
Mexico City,-16.0,2020-03-13,11,No,Mexico,No,-20555.23,5,
Mexico City,-20.0,2020-03-14,11,No,Mexico,No,-20555.23,5,
Mexico City,-36.0,2020-03-15,11,No,Mexico,No,-20555.23,5,
Mexico City,-46.0,2020-03-16,12,No,Mexico,No,-20555.23,5,
Mexico City,-48.0,2020-03-17,12,No,Mexico,No,-20555.23,5,
Mexico City,-67.0,2020-03-18,12,No,Mexico,No,-20555.23,5,
Mexico City,-85.54,2020-03-19,12,No,Mexico,No,-20555.23,5,
Mexico City,-88.69,2020-03-20,12,No,Mexico,No,-20555.23,5,
Mexico City,-93.5,2020-03-21,12,No,Mexico,No,-20555.23,5,
Mexico City,-96.55,2020-03-22,12,No,Mexico,No,-20555.23,5,
Mexico City,-96.03,2020-03-23,13,No,Mexico,No,-20555.23,5,
Mexico City,-95.59,2020-03-24,13,No,Mexico,No,-20555.23,5,
Mexico City,-96.33,2020-03-25,13,No,Mexico,No,-20555.23,5,
Mexico City,-97.12,2020-03-26,13,No,Mexico,No,-20555.23,5,
Mexico City,-96.79,2020-03-27,13,No,Mexico,No,-20555.23,5,
Mexico City,-97.08,2020-03-28,13,No,Mexico,No,-20555.23,5,
Mexico City,-98.28,2020-03-29,13,No,Mexico,No,-20555.23,5,
Mexico City,-97.15,2020-03-30,14,No,Mexico,No,-20555.23,5,
Mexico City,-98.85,2020-03-31,14,No,Mexico,No,-20555.23,5,
Mexico City,-99.64,2020-04-01,14,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-02,14,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.99,2020-04-03,14,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-04,14,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-05,14,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-06,15,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-07,15,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-08,15,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-09,15,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-10,15,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-11,15,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-12,15,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-13,16,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-14,16,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-15,16,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-16,16,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-17,16,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-18,16,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-19,16,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.88,2020-04-20,17,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-21,17,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-22,17,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-23,17,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-24,17,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-25,17,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-26,17,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-27,18,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-28,18,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-29,18,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-04-30,18,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-05-01,18,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-05-02,18,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-05-03,18,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-05-04,19,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-05-05,19,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-05-06,19,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-05-07,19,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-05-08,19,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-05-09,19,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-05-10,19,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.88,2020-05-11,20,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.72,2020-05-12,20,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.93,2020-05-13,20,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.7,2020-05-14,20,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.97,2020-05-15,20,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.68,2020-05-16,20,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.97,2020-05-17,20,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.88,2020-05-18,21,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-05-19,21,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.84,2020-05-20,21,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.71,2020-05-21,21,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.94,2020-05-22,21,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.91,2020-05-23,21,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.91,2020-05-24,21,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.89,2020-05-25,22,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-05-26,22,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-05-27,22,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.41,2020-05-28,22,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.85,2020-05-29,22,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.71,2020-05-30,22,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-05-31,22,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.7,2020-06-01,23,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-06-02,23,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.82,2020-06-03,23,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.92,2020-06-04,23,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-06-05,23,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.96,2020-06-06,23,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-06-07,23,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.95,2020-06-08,24,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.96,2020-06-09,24,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.96,2020-06-10,24,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.95,2020-06-11,24,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.94,2020-06-12,24,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.95,2020-06-13,24,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-06-14,24,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.83,2020-06-15,25,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.88,2020-06-16,25,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.86,2020-06-17,25,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.83,2020-06-18,25,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.69,2020-06-19,25,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.91,2020-06-20,25,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.84,2020-06-21,25,Yes,Mexico,No,-20555.23,5,
Mexico City,-100.0,2020-06-22,26,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.95,2020-06-23,26,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.87,2020-06-24,26,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.9,2020-06-25,26,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.99,2020-06-26,26,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.88,2020-06-27,26,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.95,2020-06-28,26,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.94,2020-06-29,27,Yes,Mexico,No,-20555.23,5,
Mexico City,-99.78,2020-06-30,27,Yes,Mexico,No,-20555.23,5,
Mexico City,-90.26,2020-07-01,27,Yes,Mexico,No,-20555.23,5,
Mexico City,-91.12,2020-07-02,27,Yes,Mexico,No,-20555.23,5,
Mexico City,-89.03,2020-07-03,27,Yes,Mexico,No,-20555.23,5,
Mexico City,-86.09,2020-07-04,27,Yes,Mexico,No,-20555.23,5,
Mexico City,-84.08,2020-07-05,27,Yes,Mexico,No,-20555.23,5,
Mexico City,-88.01,2020-07-06,28,Yes,Mexico,No,-20555.23,5,
Mexico City,-87.99,2020-07-07,28,Yes,Mexico,No,-20555.23,5,
Mexico City,-87.78,2020-07-08,28,Yes,Mexico,No,-20555.23,5,
Mexico City,-86.38,2020-07-09,28,Yes,Mexico,No,-20555.23,5,
Mexico City,-83.86,2020-07-10,28,Yes,Mexico,No,-20555.23,5,
Mexico City,-81.83,2020-07-11,28,Yes,Mexico,No,-20555.23,5,
Mexico City,-80.48,2020-07-12,28,Yes,Mexico,No,-20555.23,5,
Mexico City,-83.75,2020-07-13,29,Yes,Mexico,No,-20555.23,5,
Mexico City,-83.08,2020-07-14,29,Yes,Mexico,No,-20555.23,5,
Mexico City,-82.18,2020-07-15,29,Yes,Mexico,No,-20555.23,5,
Mexico City,-83.43,2020-07-16,29,Yes,Mexico,No,-20555.23,5,
Mexico City,-80.15,2020-07-17,29,Yes,Mexico,No,-20555.23,5,
Mexico City,-77.48,2020-07-18,29,Yes,Mexico,No,-20555.23,5,
Mexico City,-78.55,2020-07-19,29,Yes,Mexico,No,-20555.23,5,
Mexico City,-82.09,2020-07-20,30,Yes,Mexico,No,-20555.23,5,
Mexico City,-81.02,2020-07-21,30,Yes,Mexico,No,-20555.23,5,
Mexico City,-80.85,2020-07-22,30,Yes,Mexico,No,-20555.23,5,
Mexico City,-78.2,2020-07-23,30,Yes,Mexico,No,-20555.23,5,
Mexico City,-76.85,2020-07-24,30,Yes,Mexico,No,-20555.23,5,
Mexico City,-75.04,2020-07-25,30,Yes,Mexico,No,-20555.23,5,
Mexico City,-76.35,2020-07-26,30,Yes,Mexico,No,-20555.23,5,
Mexico City,-78.53,2020-07-27,31,Yes,Mexico,No,-20555.23,5,
Mexico City,-78.91,2020-07-28,31,Yes,Mexico,No,-20555.23,5,
Mexico City,-79.2,2020-07-29,31,Yes,Mexico,No,-20555.23,5,
Mexico City,-77.76,2020-07-30,31,Yes,Mexico,No,-20555.23,5,
Mexico City,-77.31,2020-07-31,31,Yes,Mexico,No,-20555.23,5,
Mexico City,-72.38,2020-08-01,31,Yes,Mexico,No,-20555.23,5,
Mexico City,-72.04,2020-08-02,31,Yes,Mexico,No,-20555.23,5,
Mexico City,-75.55,2020-08-03,32,Yes,Mexico,No,-20555.23,5,
Mexico City,-77.55,2020-08-04,32,Yes,Mexico,No,-20555.23,5,
Mexico City,-74.89,2020-08-05,32,Yes,Mexico,No,-20555.23,5,
Mexico City,-77.42,2020-08-06,32,Yes,Mexico,No,-20555.23,5,
Mexico City,-74.24,2020-08-07,32,Yes,Mexico,No,-20555.23,5,
Mexico City,-70.58,2020-08-08,32,Yes,Mexico,No,-20555.23,5,
Mexico City,-67.89,2020-08-09,32,Yes,Mexico,No,-20555.23,5,
Mexico City,-77.49,2020-08-10,33,Yes,Mexico,No,-20555.23,5,
Mexico City,-74.44,2020-08-11,33,Yes,Mexico,No,-20555.23,5,
Mexico City,-75.3,2020-08-12,33,Yes,Mexico,No,-20555.23,5,
Mexico City,-77.03,2020-08-13,33,Yes,Mexico,No,-20555.23,5,
Mexico City,-72.77,2020-08-14,33,Yes,Mexico,No,-20555.23,5,
Mexico City,-67.34,2020-08-15,33,Yes,Mexico,No,-20555.23,5,
Mexico City,-66.01,2020-08-16,33,Yes,Mexico,No,-20555.23,5,
Mexico City,-73.04,2020-08-17,34,Yes,Mexico,No,-20555.23,5,
Mexico City,-71.29,2020-08-18,34,Yes,Mexico,No,-20555.23,5,
Mexico City,-73.13,2020-08-19,34,Yes,Mexico,No,-20555.23,5,
Mexico City,-74.19,2020-08-20,34,Yes,Mexico,No,-20555.23,5,
Mexico City,-68.02,2020-08-21,34,Yes,Mexico,No,-20555.23,5,
Mexico City,-62.79,2020-08-22,34,Yes,Mexico,No,-20555.23,5,
Mexico City,-65.35,2020-08-23,34,Yes,Mexico,No,-20555.23,5,
Mexico City,-73.83,2020-08-24,35,Yes,Mexico,No,-20555.23,5,
Mexico City,-69.91,2020-08-25,35,Yes,Mexico,No,-20555.23,5,
Mexico City,-70.83,2020-08-26,35,Yes,Mexico,No,-20555.23,5,
Mexico City,-68.75,2020-08-27,35,Yes,Mexico,No,-20555.23,5,
Mexico City,-66.33,2020-08-28,35,Yes,Mexico,No,-20555.23,5,
Mexico City,-60.29,2020-08-29,35,Yes,Mexico,No,-20555.23,5,
Mexico City,-60.13,2020-08-30,35,Yes,Mexico,No,-20555.23,5,
Mexico City,-69.12,2020-08-31,36,Yes,Mexico,No,-20555.23,5,
Mexico City,-66.22,2020-09-01,36,Yes,Mexico,No,-20555.23,5,
Mexico City,-65.96,2020-09-02,36,Yes,Mexico,No,-20555.23,5,
Mexico City,-63.91,2020-09-03,36,Yes,Mexico,No,-20555.23,5,
Mexico City,-62.53,2020-09-04,36,Yes,Mexico,No,-20555.23,5,
Mexico City,-56.76,2020-09-05,36,Yes,Mexico,No,-20555.23,5,
Mexico City,-54.77,2020-09-06,36,Yes,Mexico,No,-20555.23,5,
Mexico City,-58.5,2020-09-07,37,Yes,Mexico,No,-20555.23,5,
Mexico City,-63.3,2020-09-08,37,Yes,Mexico,No,-20555.23,5,
Mexico City,-62.02,2020-09-09,37,Yes,Mexico,No,-20555.23,5,
Mexico City,-61.18,2020-09-10,37,Yes,Mexico,No,-20555.23,5,
Mexico City,-48.98,2020-09-11,37,Yes,Mexico,No,-20555.23,5,
Mexico City,-41.51,2020-09-12,37,Yes,Mexico,No,-20555.23,5,
Mexico City,-45.71,2020-09-13,37,Yes,Mexico,No,-20555.23,5,
Mexico City,-67.83,2020-09-14,38,Yes,Mexico,No,-20555.23,5,
Mexico City,-32.75,2020-09-15,38,Yes,Mexico,No,-20555.23,5,
Mexico City,-58.65,2020-09-16,38,Yes,Mexico,No,-20555.23,5,
Mexico City,-66.18,2020-09-17,38,Yes,Mexico,No,-20555.23,5,
Mexico City,-61.99,2020-09-18,38,Yes,Mexico,No,-20555.23,5,
Mexico City,-55.17,2020-09-19,38,Yes,Mexico,No,-20555.23,5,
Mexico City,-58.96,2020-09-20,38,Yes,Mexico,No,-20555.23,5,
Mexico City,-61.05,2020-09-21,39,Yes,Mexico,No,-20555.23,5,
Mexico City,-58.42,2020-09-22,39,Yes,Mexico,No,-20555.23,5,
Mexico City,-59.08,2020-09-23,39,Yes,Mexico,No,-20555.23,5,
Mexico City,-58.98,2020-09-24,39,Yes,Mexico,No,-20555.23,5,
Mexico City,-54.62,2020-09-25,39,Yes,Mexico,No,-20555.23,5,
Mexico City,-49.66,2020-09-26,39,Yes,Mexico,No,-20555.23,5,
Mexico City,-50.22,2020-09-27,39,Yes,Mexico,No,-20555.23,5,
Mexico City,-56.52,2020-09-28,40,Yes,Mexico,No,-20555.23,5,
Mexico City,-56.43,2020-09-29,40,Yes,Mexico,No,-20555.23,5,
Mexico City,-54.51,2020-09-30,40,Yes,Mexico,No,-20555.23,5,
Mexico City,-56.33,2020-10-01,40,Yes,Mexico,No,-20555.23,5,
Mexico City,-52.12,2020-10-02,40,Yes,Mexico,No,-20555.23,5,
Mexico City,-46.39,2020-10-03,40,Yes,Mexico,No,-20555.23,5,
Mexico City,-48.07,2020-10-04,40,Yes,Mexico,No,-20555.23,5,
Mexico City,-45.38,2020-10-05,41,Yes,Mexico,No,-20555.23,5,
Mexico City,-53.17,2020-10-06,41,Yes,Mexico,No,-20555.23,5,
Mexico City,-55.41,2020-10-07,41,Yes,Mexico,No,-20555.23,5,
Mexico City,-55.4,2020-10-08,41,Yes,Mexico,No,-20555.23,5,
Mexico City,-46.65,2020-10-09,41,Yes,Mexico,No,-20555.23,5,
Mexico City,-41.46,2020-10-10,41,Yes,Mexico,No,-20555.23,5,
Mexico City,-46.91,2020-10-11,41,Yes,Mexico,No,-20555.23,5,
Mexico City,-56.61,2020-10-12,42,Yes,Mexico,No,-20555.23,5,
Mexico City,-52.03,2020-10-13,42,Yes,Mexico,No,-20555.23,5,
Mexico City,-51.31,2020-10-14,42,Yes,Mexico,No,-20555.23,5,
Mexico City,-48.99,2020-10-15,42,Yes,Mexico,No,-20555.23,5,
Mexico City,-48.2,2020-10-16,42,Yes,Mexico,No,-20555.23,5,
Mexico City,-42.34,2020-10-17,42,Yes,Mexico,No,-20555.23,5,
Mexico City,-43.58,2020-10-18,42,Yes,Mexico,No,-20555.23,5,
Mexico City,-53.69,2020-10-19,43,Yes,Mexico,No,-20555.23,5,
Mexico City,-49.96,2020-10-20,43,Yes,Mexico,No,-20555.23,5,
Mexico City,-52.92,2020-10-21,43,Yes,Mexico,No,-20555.23,5,
Mexico City,-52.56,2020-10-22,43,Yes,Mexico,No,-20555.23,5,
Mexico City,-50.07,2020-10-23,43,Yes,Mexico,No,-20555.23,5,
Mexico City,-49.98,2020-10-24,43,Yes,Mexico,No,-20555.23,5,
Mexico City,-52.62,2020-10-25,43,Yes,Mexico,No,-20555.23,5,
Mexico City,-58.83,2020-10-26,44,Yes,Mexico,No,-20555.23,5,
Mexico City,-52.22,2020-10-27,44,Yes,Mexico,No,-20555.23,5,
Mexico City,-52.01,2020-10-28,44,Yes,Mexico,No,-20555.23,5,
Mexico City,-53.49,2020-10-29,44,Yes,Mexico,No,-20555.23,5,
Mexico City,-48.88,2020-10-30,44,Yes,Mexico,No,-20555.23,5,
Mexico City,-47.61,2020-10-31,44,Yes,Mexico,No,-20555.23,5,
Mexico City,-50.1,2020-11-01,44,Yes,Mexico,No,-20555.23,5,
Mexico City,-37.77,2020-11-02,45,Yes,Mexico,No,-20555.23,5,
Mexico City,-59.62,2020-11-03,45,Yes,Mexico,No,-20555.23,5,
Mexico City,-57.46,2020-11-04,45,Yes,Mexico,No,-20555.23,5,
Mexico City,-57.34,2020-11-05,45,Yes,Mexico,No,-20555.23,5,
Mexico City,-51.6,2020-11-06,45,Yes,Mexico,No,-20555.23,5,
Mexico City,-44.92,2020-11-07,45,Yes,Mexico,No,-20555.23,5,
Mexico City,-46.68,2020-11-08,45,Yes,Mexico,No,-20555.23,5,
Mexico City,-57.79,2020-11-09,46,Yes,Mexico,No,-20555.23,5,
Mexico City,-54.5,2020-11-10,46,Yes,Mexico,No,-20555.23,5,
Mexico City,-50.72,2020-11-11,46,Yes,Mexico,No,-20555.23,5,
Mexico City,-53.52,2020-11-12,46,Yes,Mexico,No,-20555.23,5,
Mexico City,-47.15,2020-11-13,46,Yes,Mexico,No,-20555.23,5,
Mexico City,-41.89,2020-11-14,46,Yes,Mexico,No,-20555.23,5,
Mexico City,-45.29,2020-11-15,46,Yes,Mexico,No,-20555.23,5,
Mexico City,-49.27,2020-11-16,47,Yes,Mexico,No,-20555.23,5,
Mexico City,-55.39,2020-11-17,47,Yes,Mexico,No,-20555.23,5,
Mexico City,-56.44,2020-11-18,47,Yes,Mexico,No,-20555.23,5,
Mexico City,-56.16,2020-11-19,47,Yes,Mexico,No,-20555.23,5,
Mexico City,-54.66,2020-11-20,47,Yes,Mexico,No,-20555.23,5,
Mexico City,-52.67,2020-11-21,47,Yes,Mexico,No,-20555.23,5,
Mexico City,-48.46,2020-11-22,47,Yes,Mexico,No,-20555.23,5,
Mexico City,-60.6,2020-11-23,48,Yes,Mexico,No,-20555.23,5,
Mexico City,-57.13,2020-11-24,48,Yes,Mexico,No,-20555.23,5,
Mexico City,-58.39,2020-11-25,48,Yes,Mexico,No,-20555.23,5,
Mexico City,-62.23,2020-11-26,48,Yes,Mexico,No,-20555.23,5,
Mexico City,-59.1,2020-11-27,48,Yes,Mexico,No,-20555.23,5,
Mexico City,-50.0,2020-11-28,48,Yes,Mexico,No,-20555.23,5,
Mexico City,-50.51,2020-11-29,48,Yes,Mexico,No,-20555.23,5,
Mexico City,-58.71,2020-11-30,49,Yes,Mexico,No,-20555.23,5,
Mexico City,-60.51,2020-12-01,49,Yes,Mexico,No,-20555.23,5,
Mexico City,-61.14,2020-12-02,49,Yes,Mexico,No,-20555.23,5,
Mexico City,-64.27,2020-12-03,49,Yes,Mexico,No,-20555.23,5,
Michigan,-12.0,2020-02-18,8,No,United States,No,-15918.589999999998,15,
Michigan,0.0,2020-02-19,8,No,United States,No,-15918.589999999998,15,
Michigan,-9.0,2020-02-20,8,No,United States,No,-15918.589999999998,15,
Michigan,-12.0,2020-02-21,8,No,United States,No,-15918.589999999998,15,
Michigan,0.0,2020-02-22,8,No,United States,No,-15918.589999999998,15,
Michigan,18.0,2020-02-23,8,No,United States,Yes,-15918.589999999998,15,
Michigan,1.0,2020-02-24,9,No,United States,No,-15918.589999999998,15,
Michigan,-8.0,2020-02-25,9,No,United States,No,-15918.589999999998,15,
Michigan,-27.0,2020-02-26,9,No,United States,No,-15918.589999999998,15,
Michigan,-19.0,2020-02-27,9,No,United States,No,-15918.589999999998,15,
Michigan,-12.0,2020-02-28,9,No,United States,No,-15918.589999999998,15,
Michigan,-6.0,2020-02-29,9,No,United States,No,-15918.589999999998,15,
Michigan,-4.0,2020-03-01,9,No,United States,No,-15918.589999999998,15,
Michigan,4.0,2020-03-02,10,No,United States,No,-15918.589999999998,15,
Michigan,-13.0,2020-03-03,10,No,United States,No,-15918.589999999998,15,
Michigan,-1.0,2020-03-04,10,No,United States,No,-15918.589999999998,15,
Michigan,-4.0,2020-03-05,10,No,United States,No,-15918.589999999998,15,
Michigan,-9.0,2020-03-06,10,No,United States,No,-15918.589999999998,15,
Michigan,6.0,2020-03-07,10,No,United States,Yes,-15918.589999999998,15,
Michigan,1.0,2020-03-08,10,No,United States,No,-15918.589999999998,15,
Michigan,-14.0,2020-03-09,11,No,United States,No,-15918.589999999998,15,
Michigan,-10.0,2020-03-10,11,No,United States,No,-15918.589999999998,15,
Michigan,-18.0,2020-03-11,11,No,United States,No,-15918.589999999998,15,
Michigan,-21.0,2020-03-12,11,No,United States,No,-15918.589999999998,15,
Michigan,-43.0,2020-03-13,11,No,United States,No,-15918.589999999998,15,
Michigan,-49.0,2020-03-14,11,No,United States,No,-15918.589999999998,15,
Michigan,-54.0,2020-03-15,11,No,United States,No,-15918.589999999998,15,
Michigan,-78.0,2020-03-16,12,No,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-03-17,12,No,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-03-18,12,No,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-03-19,12,No,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-03-20,12,No,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-03-21,12,No,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-03-22,12,No,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-03-23,13,No,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-03-24,13,No,United States,No,-15918.589999999998,15,First Day of Stay at Home Order
Michigan,-100.0,2020-03-25,13,No,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-03-26,13,No,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-03-27,13,No,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-03-28,13,No,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-03-29,13,No,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-03-30,14,No,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-03-31,14,No,United States,No,-15918.589999999998,15,César Chávez Day
Michigan,-100.0,2020-04-01,14,Yes,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-04-02,14,Yes,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-04-03,14,Yes,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-04-04,14,Yes,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-04-05,14,Yes,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-04-06,15,Yes,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-04-07,15,Yes,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-04-08,15,Yes,United States,No,-15918.589999999998,15,
Michigan,-100.0,2020-04-09,15,Yes,United States,No,-15918.589999999998,15,
